qid,docno,label,iteration
156493,8182161,36,0
156493,6139386,54,0
156493,3288600,27,0
156493,3288596,41,0
156493,2259183,22,0
156493,3288597,43,0
156493,8182166,45,0
156493,2411918,57,0
156493,8029433,24,0
156493,95514,42,0
156493,1960257,17,0
156493,2317807,55,0
156493,2949801,51,0
156493,4940228,-1,0
156493,3288601,16,0
156493,885944,56,0
156493,1277727,32,0
156493,1960255,36,0
156493,95515,5,0
156493,2949802,48,0
156493,8182165,46,0
156493,2612492,4,0
156493,7371077,29,0
156493,1960261,9,0
156493,2928707,22,0
156493,1277720,8,0
156493,8182159,15,0
156493,1277726,31,0
156493,4131138,18,0
156493,2612490,-9,0
156493,3288599,29,0
156493,1277724,38,0
156493,8182160,18,0
156493,7371079,21,0
156493,349638,38,0
156493,8273019,40,0
156493,3288598,5,0
156493,7371078,40,0
156493,1277723,34,0
156493,4940229,21,0
156493,5530082,36,0
156493,1277722,45,0
156493,8273018,-28,0
156493,6139382,42,0
156493,8393766,23,0
156493,1277725,48,0
156493,1347266,12,0
156493,349643,28,0
156493,5022725,-10,0
156493,8245444,13,0
156493,1277721,43,0
156493,2259182,44,0
156493,8273017,54,0
156493,349637,-3,0
156493,2598786,39,0
156493,1101607,43,0
156493,2928704,29,0
156493,4527706,42,0
156493,2259179,14,0
156493,2259180,44,0
156493,349639,-15,0
156493,2317800,25,0
156493,2928702,44,0
156493,1960260,29,0
156493,8803136,29,0
156493,6983822,23,0
156493,95519,37,0
156493,3603922,34,0
156493,2928700,34,0
156493,994482,-13,0
156493,95521,37,0
156493,2612491,43,0
156493,2928705,-3,0
156493,5437919,16,0
156493,316872,15,0
156493,3288603,41,0
156493,6775071,42,0
156493,8273013,11,0
156493,6267258,-7,0
156493,2403232,8,0
156493,3288595,23,0
156493,4542584,25,0
156493,5009743,19,0
156493,3024301,-15,0
156493,349644,4,0
156493,2616515,-2,0
156493,750111,27,0
156493,6139383,41,0
156493,6464089,1,0
156493,1960259,38,0
156493,7663272,-6,0
156493,8266017,36,0
156493,627307,-8,0
156493,5406908,-14,0
156493,117188,-8,0
156493,8266015,-6,0
156493,6859028,-9,0
156493,6357270,-3,0
156493,3180514,-16,0
156493,6983820,-11,0
1110199,3838645,29,0
1110199,554521,-7,0
1110199,398442,-4,0
1110199,4511137,29,0
1110199,5218014,13,0
1110199,8160519,30,0
1110199,6392463,-1,0
1110199,5846443,1,0
1110199,4511144,25,0
1110199,4489656,0,0
1110199,8160520,37,0
1110199,2925378,10,0
1110199,8160523,22,0
1110199,3609843,1,0
1110199,557605,17,0
1110199,5049366,28,0
1110199,2080928,4,0
1110199,5172688,19,0
1110199,6923050,15,0
1110199,425993,15,0
1110199,7680811,30,0
1110199,507875,-22,0
1110199,507878,-20,0
1110199,6392469,-10,0
1110199,4750530,13,0
1110199,2796830,15,0
1110199,2279578,0,0
1110199,2811563,9,0
1110199,4411531,-7,0
1110199,5172684,33,0
1110199,7821191,4,0
1110199,1795043,0,0
1110199,3588619,5,0
1110199,357932,9,0
1110199,4438812,15,0
1110199,8301971,24,0
1110199,4438807,4,0
1110199,3342396,29,0
1110199,735472,40,0
1110199,1411495,29,0
1110199,3588624,-13,0
1110199,5600214,-7,0
1110199,3968831,14,0
1110199,557603,24,0
1110199,4949578,0,0
1110199,3107787,18,0
1110199,5555051,0,0
1110199,5857921,21,0
1110199,5355385,15,0
1110199,3647394,-4,0
1110199,5504315,-12,0
1110199,6923057,9,0
1110199,7174098,18,0
1110199,8301973,29,0
1110199,5716613,20,0
1110199,637099,15,0
1110199,554522,19,0
1110199,892213,-3,0
1110199,1806061,16,0
1110199,6509853,12,0
1110199,3447960,0,0
1110199,5486,-10,0
1110199,2207856,2,0
1110199,6738332,33,0
1110199,7369955,10,0
1110199,1426939,20,0
1110199,6162452,15,0
1110199,554529,34,0
1110199,4829634,-11,0
1110199,6645893,9,0
1110199,558317,17,0
1110199,1197690,15,0
1110199,2594143,-2,0
1110199,2777133,1,0
1110199,3934419,12,0
1110199,4829633,-13,0
1110199,6503962,-7,0
1110199,1528365,17,0
1110199,3684454,-2,0
1110199,2832890,4,0
1110199,5302364,7,0
1110199,3722531,20,0
1110199,5007789,-4,0
1110199,1318044,7,0
1110199,2713574,2,0
1110199,6503965,-7,0
1110199,1201839,-12,0
1110199,1318045,5,0
1110199,2777132,-7,0
1110199,2796825,15,0
1110199,4829641,-12,0
1110199,6509857,-15,0
1110199,7637132,6,0
1110199,879021,18,0
1110199,3787868,11,0
1110199,6430361,-10,0
1110199,5355388,12,0
1110199,6503957,-11,0
1110199,7561737,-7,0
1110199,1051978,-2,0
1063750,4788295,0,0
1063750,2997653,-34,0
1063750,4337527,8,0
1063750,6093907,-24,0
1063750,2981566,-36,0
1063750,3633193,-26,0
1063750,6093904,-26,0
1063750,3633196,-34,0
1063750,4337526,4,0
1063750,2305581,-50,0
1063750,3327051,-47,0
1063750,4788297,-3,0
1063750,4414266,-61,0
1063750,45598,-17,0
1063750,5442717,-39,0
1063750,3641790,-58,0
1063750,4788296,-7,0
1063750,1506582,-41,0
1063750,3388270,-42,0
1063750,3388267,-57,0
1063750,6666451,2,0
1063750,4096516,-35,0
1063750,8689678,-72,0
1063750,4382433,-45,0
1063750,5971113,-59,0
1063750,8689799,-22,0
1063750,7494559,-27,0
1063750,4788299,-49,0
1063750,4391289,-42,0
1063750,6105393,-46,0
1063750,6436703,-35,0
1063750,2380068,-21,0
1063750,2531262,-43,0
1063750,7242446,-51,0
1063750,7279503,-42,0
1063750,7979269,-37,0
1063750,2711887,-65,0
1063750,4762567,-9,0
1063750,8378776,-39,0
1063750,8767916,-61,0
1063750,7881253,-47,0
1063750,5287970,-37,0
1063750,1526356,-54,0
1063750,4164404,-54,0
1063750,6314894,-58,0
1063750,3985729,-55,0
1063750,6992949,-37,0
1063750,7952971,17,0
1063750,6486433,-51,0
1063750,3866883,-49,0
1063750,8230473,-51,0
1063750,782486,-50,0
1063750,4428924,-58,0
1063750,2391457,-6,0
1063750,2992044,-63,0
1063750,2197528,-36,0
1063750,5895422,-40,0
1063750,8251701,-41,0
1063750,3208286,-27,0
1063750,6093911,-6,0
1063750,7243480,-20,0
1063750,7493867,-38,0
1063750,1747824,-45,0
1063750,1321858,-58,0
1063750,4241650,-5,0
1063750,2489562,-46,0
1063750,3422508,-42,0
1063750,6093910,-22,0
1063750,3462045,-46,0
1063750,4025363,-53,0
1063750,6796352,-51,0
1063750,7304883,-48,0
1063750,4164408,-56,0
1063750,5659951,-33,0
1063750,7571426,-26,0
1063750,4505259,-44,0
1063750,3633195,-49,0
1063750,8093226,-33,0
1063750,2499714,-47,0
1063750,3422507,-39,0
1063750,4047881,-59,0
1063750,7947536,-67,0
1063750,7496430,-42,0
1063750,1506576,-23,0
1063750,1707415,-42,0
1063750,2992043,-30,0
1063750,4329899,-30,0
1063750,3785903,-54,0
1063750,5329978,-43,0
1063750,8062288,-57,0
1063750,8093228,-35,0
1063750,1098178,-27,0
1063750,2516,-40,0
1063750,1449750,-46,0
1063750,2690312,-49,0
1063750,3057055,-49,0
1063750,3934498,-20,0
1063750,5236487,-47,0
1063750,5236367,-72,0
1063750,5329975,-39,0
130510,1494936,36,0
130510,7125239,22,0
130510,799647,45,0
130510,7501563,34,0
130510,996732,33,0
130510,996740,30,0
130510,8612906,31,0
130510,1494935,41,0
130510,1494930,25,0
130510,1110766,41,0
130510,1494938,38,0
130510,2174992,16,0
130510,8612909,45,0
130510,8612903,42,0
130510,8612910,38,0
130510,1494932,35,0
130510,7501557,41,0
130510,8612902,30,0
130510,3995677,37,0
130510,1494933,3,0
130510,6183638,35,0
130510,7203252,0,0
130510,6486232,26,0
130510,8514425,21,0
130510,8612904,34,0
130510,6035035,20,0
130510,1159414,24,0
130510,6763277,13,0
130510,1494937,31,0
130510,1494939,38,0
130510,2862522,28,0
130510,4022904,37,0
130510,4189500,13,0
130510,2079377,45,0
130510,1494931,40,0
130510,4022909,47,0
130510,2862515,1,0
130510,2862518,24,0
130510,6815300,44,0
130510,4089773,1,0
130510,7479905,24,0
130510,5685710,22,0
130510,3163980,37,0
130510,6881820,0,0
130510,6881821,22,0
130510,2079375,18,0
130510,7501560,5,0
130510,3913778,7,0
130510,2961568,-10,0
130510,5685711,28,0
130510,1047769,0,0
130510,6881818,7,0
130510,5685708,11,0
130510,5930018,12,0
130510,5685706,8,0
130510,5930010,6,0
130510,5791683,0,0
130510,8612905,11,0
130510,2490145,25,0
130510,5930011,13,0
130510,440983,14,0
130510,7501558,41,0
130510,7777478,-9,0
130510,2881563,-7,0
130510,1799013,3,0
130510,5685704,3,0
130510,7777480,-16,0
130510,6621100,26,0
130510,6172269,11,0
130510,566525,13,0
130510,6542823,-4,0
130510,7298862,14,0
130510,1063364,-1,0
130510,5415276,5,0
130510,2490152,12,0
130510,4528805,5,0
130510,7696346,16,0
130510,6542827,-4,0
130510,7708723,3,0
130510,2346969,12,0
130510,7603931,26,0
130510,2961569,-10,0
130510,2942156,-10,0
130510,2420310,-10,0
130510,7997887,3,0
130510,2490150,4,0
130510,2589317,23,0
130510,1881840,22,0
130510,7792405,19,0
130510,5736989,-17,0
130510,7001679,-3,0
130510,6985844,-1,0
130510,7298861,-18,0
130510,5930015,-8,0
130510,4089767,7,0
130510,7207412,-29,0
130510,7001677,8,0
130510,1063368,-16,0
130510,4528808,9,0
130510,7769643,-9,0
489204,1479542,28,0
489204,1051498,28,0
489204,1950269,29,0
489204,2268657,10,0
489204,973923,30,0
489204,2163701,10,0
489204,1310106,20,0
489204,1310107,17,0
489204,1310108,18,0
489204,5583224,7,0
489204,1310101,18,0
489204,3049941,9,0
489204,7113153,26,0
489204,8737051,19,0
489204,2959687,1,0
489204,8737053,23,0
489204,5629373,29,0
489204,7116533,29,0
489204,114148,-9,0
489204,216492,25,0
489204,3980122,14,0
489204,6661536,17,0
489204,1418931,26,0
489204,678245,14,0
489204,7564977,31,0
489204,3980126,19,0
489204,8376906,24,0
489204,855969,18,0
489204,1538587,19,0
489204,1759357,22,0
489204,535375,23,0
489204,4387756,26,0
489204,7564980,28,0
489204,3075337,17,0
489204,6237430,31,0
489204,1950273,25,0
489204,855967,30,0
489204,6087671,25,0
489204,753265,24,0
489204,8594276,9,0
489204,1778458,12,0
489204,4918001,9,0
489204,1759360,7,0
489204,7718090,15,0
489204,5519177,30,0
489204,3778489,6,0
489204,4029846,29,0
489204,4387753,25,0
489204,7734612,9,0
489204,3728444,9,0
489204,4279451,22,0
489204,6237429,26,0
489204,6461840,7,0
489204,3012141,29,0
489204,3744940,29,0
489204,8594277,4,0
489204,2053095,29,0
489204,4917998,17,0
489204,465742,5,0
489204,907072,26,0
489204,6301568,17,0
489204,4918005,12,0
489204,8238825,32,0
489204,2016623,18,0
489204,5815950,33,0
489204,855964,23,0
489204,1310103,28,0
489204,5107817,31,0
489204,8376910,25,0
489204,5815958,22,0
489204,66437,22,0
489204,6665319,26,0
489204,1759354,25,0
489204,7138879,5,0
489204,7575368,13,0
489204,6327176,19,0
489204,5155014,9,0
489204,113238,12,0
489204,216490,21,0
489204,855968,19,0
489204,185675,14,0
489204,6753502,20,0
489204,2412300,12,0
489204,4901414,11,0
489204,4929952,7,0
489204,1897214,6,0
489204,6665318,19,0
489204,8420374,4,0
489204,8620356,27,0
489204,7358643,19,0
489204,6332633,-5,0
489204,678250,13,0
489204,1225589,6,0
489204,1276947,40,0
489204,152951,25,0
489204,8594274,30,0
489204,4029852,34,0
489204,3380602,20,0
489204,6672435,13,0
489204,2525903,22,0
573724,2417985,35,0
573724,394136,61,0
573724,394139,44,0
573724,3365638,68,0
573724,7384325,43,0
573724,7104826,46,0
573724,3365631,44,0
573724,5047796,63,0
573724,7104825,50,0
573724,3365633,37,0
573724,7199669,60,0
573724,7674858,50,0
573724,5310530,66,0
573724,7199675,45,0
573724,3365636,53,0
573724,8441642,66,0
573724,1165129,59,0
573724,3617636,35,0
573724,5962424,19,0
573724,1293333,30,0
573724,8444730,40,0
573724,7609926,52,0
573724,3146238,45,0
573724,8833192,63,0
573724,2002448,16,0
573724,87409,27,0
573724,5339620,55,0
573724,1816038,69,0
573724,7199667,44,0
573724,87405,53,0
573724,1165128,44,0
573724,394138,62,0
573724,1509940,47,0
573724,1509942,60,0
573724,5384308,45,0
573724,7199673,53,0
573724,7384332,56,0
573724,148753,-18,0
573724,5962426,26,0
573724,7199672,45,0
573724,1509939,27,0
573724,3365632,61,0
573724,2186124,47,0
573724,5962428,40,0
573724,3146236,52,0
573724,3546092,38,0
573724,394142,56,0
573724,7199674,14,0
573724,7609930,40,0
573724,7609928,35,0
573724,8833199,56,0
573724,1509937,45,0
573724,4017883,39,0
573724,148751,-37,0
573724,41433,37,0
573724,8047166,45,0
573724,3059590,39,0
573724,5306910,40,0
573724,5962419,25,0
573724,5962423,45,0
573724,2133806,58,0
573724,8690218,45,0
573724,3365640,49,0
573724,7964601,35,0
573724,5185671,44,0
573724,1113579,34,0
573724,4360246,28,0
573724,2021252,23,0
573724,1509944,54,0
573724,3059593,49,0
573724,394141,55,0
573724,3365639,25,0
573724,1183178,-31,0
573724,5185664,46,0
573724,5721833,28,0
573724,3644944,-40,0
573724,2986944,-8,0
573724,7589690,29,0
573724,3146240,54,0
573724,7104827,40,0
573724,4966874,0,0
573724,5017496,3,0
573724,8444727,62,0
573724,7134411,13,0
573724,1817741,-52,0
573724,6462957,0,0
573724,6496777,41,0
573724,141998,16,0
573724,6831304,16,0
573724,5209804,22,0
573724,2002445,27,0
573724,3751429,54,0
573724,3412325,38,0
573724,1005335,44,0
573724,7384331,42,0
573724,7530702,27,0
573724,87404,33,0
573724,4454641,-1,0
573724,4813455,2,0
573724,104856,8,0
168216,3344828,49,0
168216,1381477,42,0
168216,3830857,42,0
168216,3174840,36,0
168216,1735360,22,0
168216,13499,30,0
168216,2265769,41,0
168216,3908773,65,0
168216,1301472,48,0
168216,290826,33,0
168216,3198687,67,0
168216,3399715,69,0
168216,6426638,61,0
168216,2069992,51,0
168216,1924800,57,0
168216,6264733,54,0
168216,3908776,59,0
168216,3908777,59,0
168216,8723467,51,0
168216,4792582,54,0
168216,8639630,53,0
168216,1301469,47,0
168216,8731621,49,0
168216,3908774,58,0
168216,2790904,63,0
168216,3033359,53,0
168216,6061718,57,0
168216,6213325,62,0
168216,8141128,54,0
168216,8731623,55,0
168216,4119829,40,0
168216,6282561,53,0
168216,7337513,62,0
168216,1924796,47,0
168216,6213322,64,0
168216,8639633,48,0
168216,3198689,64,0
168216,6426634,68,0
168216,8252763,32,0
168216,5935476,61,0
168216,4324491,43,0
168216,661750,54,0
168216,2659074,46,0
168216,8185137,53,0
168216,6061721,58,0
168216,8639627,41,0
168216,4498419,36,0
168216,1183706,47,0
168216,1301474,57,0
168216,7492755,56,0
168216,2265772,46,0
168216,6329932,23,0
168216,1301467,61,0
168216,5935477,30,0
168216,6061726,24,0
168216,2036279,55,0
168216,3198680,17,0
168216,1301465,66,0
168216,6061722,62,0
168216,3681095,60,0
168216,3399712,59,0
168216,3344834,49,0
168216,7745780,18,0
168216,1735358,43,0
168216,8185131,65,0
168216,1301471,57,0
168216,6282562,45,0
168216,8185135,64,0
168216,7337519,39,0
168216,3399713,59,0
168216,1301468,26,0
168216,1090088,47,0
168216,4324492,50,0
168216,1301466,27,0
168216,3344832,3,0
168216,5293614,35,0
168216,6282567,58,0
168216,7492748,41,0
168216,6426632,59,0
