qid,docno,label,iteration
2082,msmarco_passage_45_623131157,5,0
2082,msmarco_passage_49_487167527,4,0
2082,msmarco_passage_49_486599463,4,0
2082,msmarco_passage_30_709623997,6,0
2082,msmarco_passage_10_669572296,5,0
2082,msmarco_passage_66_702392512,5,0
2082,msmarco_passage_10_669481249,5,0
2082,msmarco_passage_28_625525754,0,0
2082,msmarco_passage_34_93901849,4,0
2082,msmarco_passage_47_611882979,-1,0
2082,msmarco_passage_37_336752759,1,0
2082,msmarco_passage_02_179210433,2,0
2082,msmarco_passage_02_215970697,2,0
2082,msmarco_passage_27_502238343,2,0
2082,msmarco_passage_06_728442920,2,0
2082,msmarco_passage_48_544808271,2,0
2082,msmarco_passage_07_668691835,5,0
2082,msmarco_passage_07_693339166,5,0
2082,msmarco_passage_24_132569288,5,0
2082,msmarco_passage_24_115356547,5,0
2082,msmarco_passage_24_124648822,5,0
2082,msmarco_passage_24_169139765,5,0
2082,msmarco_passage_24_131421371,5,0
2082,msmarco_passage_64_431617227,5,0
2082,msmarco_passage_03_308010621,8,0
2082,msmarco_passage_44_462432502,1,0
2082,msmarco_passage_44_461409698,4,0
2082,msmarco_passage_48_591406582,0,0
2082,msmarco_passage_48_592413714,0,0
2082,msmarco_passage_11_67024711,-1,0
2082,msmarco_passage_13_136821179,4,0
2082,msmarco_passage_26_846132892,-1,0
2082,msmarco_passage_02_77630808,-1,0
2082,msmarco_passage_04_94070926,2,0
2082,msmarco_passage_22_256176072,0,0
2082,msmarco_passage_49_487162093,4,0
2082,msmarco_passage_15_602878005,3,0
2082,msmarco_passage_15_563430484,3,0
2082,msmarco_passage_15_590358302,3,0
2082,msmarco_passage_68_48591780,-1,0
2082,msmarco_passage_48_544777559,-1,0
2082,msmarco_passage_06_728430886,-1,0
2082,msmarco_passage_24_52598713,-1,0
2082,msmarco_passage_45_632929045,3,0
2082,msmarco_passage_29_458776515,0,0
2082,msmarco_passage_07_123296727,0,0
2082,msmarco_passage_30_608937387,7,0
2082,msmarco_passage_39_125029338,2,0
2082,msmarco_passage_37_336748254,3,0
2082,msmarco_passage_08_99423958,-5,0
2082,msmarco_passage_53_620998115,-5,0
2082,msmarco_passage_04_281806506,2,0
2082,msmarco_passage_04_281815983,2,0
2082,msmarco_passage_04_281825460,2,0
2082,msmarco_passage_66_708619074,4,0
2082,msmarco_passage_55_738286358,4,0
2082,msmarco_passage_08_672756935,10,0
2082,msmarco_passage_04_130638276,-6,0
2082,msmarco_passage_53_588973533,0,0
2082,msmarco_passage_48_591410873,1,0
2082,msmarco_passage_48_592418005,1,0
2082,msmarco_passage_39_461879190,1,0
2082,msmarco_passage_48_544803655,0,0
2082,msmarco_passage_06_728435519,0,0
2082,msmarco_passage_40_137452930,5,0
2082,msmarco_passage_39_714339196,1,0
2082,msmarco_passage_48_593692065,2,0
2082,msmarco_passage_64_656700867,3,0
2082,msmarco_passage_44_700568174,0,0
2082,msmarco_passage_66_708474825,5,0
2082,msmarco_passage_48_591407023,6,0
2082,msmarco_passage_48_592414155,6,0
2082,msmarco_passage_49_486586223,4,0
2082,msmarco_passage_61_463017360,-10,0
2082,msmarco_passage_07_668692692,3,0
2082,msmarco_passage_24_115357404,3,0
2082,msmarco_passage_24_124649679,3,0
2082,msmarco_passage_24_169140622,3,0
2082,msmarco_passage_07_693340025,3,0
2082,msmarco_passage_24_131422228,3,0
2082,msmarco_passage_24_132570145,3,0
2082,msmarco_passage_60_838703428,1,0
2082,msmarco_passage_06_5873109,-2,0
2082,msmarco_passage_44_630731684,-2,0
2082,msmarco_passage_22_534539976,3,0
2082,msmarco_passage_24_581799600,0,0
2082,msmarco_passage_37_218307932,1,0
2082,msmarco_passage_08_460275172,2,0
2082,msmarco_passage_65_358747608,-1,0
2082,msmarco_passage_61_171511063,3,0
2082,msmarco_passage_61_171492944,3,0
2082,msmarco_passage_49_471616304,0,0
2082,msmarco_passage_49_33133494,0,0
2082,msmarco_passage_15_614709110,-5,0
2082,msmarco_passage_09_765865449,2,0
2082,msmarco_passage_61_834609224,2,0
2082,msmarco_passage_37_336546592,2,0
2082,msmarco_passage_36_666120681,-3,0
2082,msmarco_passage_65_783016699,5,0
2082,msmarco_passage_06_6866013,0,0
540006,msmarco_passage_58_39423436,9,0
540006,msmarco_passage_18_777446772,0,0
540006,msmarco_passage_58_39423896,1,0
540006,msmarco_passage_63_34604683,-1,0
540006,msmarco_passage_58_670545493,1,0
