qid,docno,label,iteration
2082,msmarco_passage_45_623131157,0,0
2082,msmarco_passage_49_487167527,0,0
2082,msmarco_passage_49_486599463,0,0
2082,msmarco_passage_30_709623997,0,0
2082,msmarco_passage_10_669572296,0,0
2082,msmarco_passage_66_702392512,0,0
2082,msmarco_passage_10_669481249,0,0
2082,msmarco_passage_28_625525754,0,0
2082,msmarco_passage_34_93901849,0,0
2082,msmarco_passage_47_611882979,0,0
2082,msmarco_passage_37_336752759,0,0
2082,msmarco_passage_02_179210433,0,0
2082,msmarco_passage_02_215970697,0,0
2082,msmarco_passage_27_502238343,0,0
2082,msmarco_passage_06_728442920,0,0
2082,msmarco_passage_48_544808271,0,0
2082,msmarco_passage_07_668691835,0,0
2082,msmarco_passage_07_693339166,0,0
2082,msmarco_passage_24_132569288,0,0
2082,msmarco_passage_24_115356547,0,0
2082,msmarco_passage_24_124648822,0,0
2082,msmarco_passage_24_169139765,0,0
2082,msmarco_passage_24_131421371,0,0
2082,msmarco_passage_64_431617227,0,0
2082,msmarco_passage_03_308010621,0,0
2082,msmarco_passage_44_462432502,0,0
2082,msmarco_passage_44_461409698,0,0
2082,msmarco_passage_48_591406582,0,0
2082,msmarco_passage_48_592413714,0,0
2082,msmarco_passage_11_67024711,0,0
2082,msmarco_passage_13_136821179,0,0
2082,msmarco_passage_26_846132892,0,0
2082,msmarco_passage_02_77630808,0,0
2082,msmarco_passage_04_94070926,0,0
2082,msmarco_passage_22_256176072,0,0
2082,msmarco_passage_49_487162093,0,0
2082,msmarco_passage_15_602878005,0,0
2082,msmarco_passage_15_563430484,0,0
2082,msmarco_passage_15_590358302,0,0
2082,msmarco_passage_68_48591780,0,0
2082,msmarco_passage_48_544777559,0,0
2082,msmarco_passage_06_728430886,0,0
2082,msmarco_passage_24_52598713,0,0
2082,msmarco_passage_45_632929045,0,0
2082,msmarco_passage_29_458776515,0,0
2082,msmarco_passage_07_123296727,0,0
2082,msmarco_passage_30_608937387,0,0
2082,msmarco_passage_39_125029338,0,0
2082,msmarco_passage_37_336748254,0,0
2082,msmarco_passage_08_99423958,0,0
2082,msmarco_passage_53_620998115,0,0
2082,msmarco_passage_04_281806506,0,0
2082,msmarco_passage_04_281815983,0,0
2082,msmarco_passage_04_281825460,0,0
2082,msmarco_passage_66_708619074,0,0
2082,msmarco_passage_55_738286358,0,0
2082,msmarco_passage_08_672756935,1,0
2082,msmarco_passage_04_130638276,0,0
2082,msmarco_passage_53_588973533,0,0
2082,msmarco_passage_48_591410873,0,0
2082,msmarco_passage_48_592418005,0,0
2082,msmarco_passage_39_461879190,0,0
2082,msmarco_passage_48_544803655,0,0
2082,msmarco_passage_06_728435519,0,0
2082,msmarco_passage_40_137452930,0,0
2082,msmarco_passage_39_714339196,0,0
2082,msmarco_passage_48_593692065,0,0
2082,msmarco_passage_64_656700867,0,0
2082,msmarco_passage_44_700568174,0,0
2082,msmarco_passage_66_708474825,0,0
2082,msmarco_passage_48_591407023,0,0
2082,msmarco_passage_48_592414155,0,0
2082,msmarco_passage_49_486586223,0,0
2082,msmarco_passage_61_463017360,-1,0
2082,msmarco_passage_07_668692692,0,0
2082,msmarco_passage_24_115357404,0,0
2082,msmarco_passage_24_124649679,0,0
2082,msmarco_passage_24_169140622,0,0
2082,msmarco_passage_07_693340025,0,0
2082,msmarco_passage_24_131422228,0,0
2082,msmarco_passage_24_132570145,0,0
2082,msmarco_passage_60_838703428,0,0
2082,msmarco_passage_06_5873109,0,0
2082,msmarco_passage_44_630731684,0,0
2082,msmarco_passage_22_534539976,0,0
2082,msmarco_passage_24_581799600,0,0
2082,msmarco_passage_37_218307932,0,0
2082,msmarco_passage_08_460275172,0,0
2082,msmarco_passage_65_358747608,0,0
2082,msmarco_passage_61_171511063,0,0
2082,msmarco_passage_61_171492944,0,0
2082,msmarco_passage_49_471616304,0,0
2082,msmarco_passage_49_33133494,0,0
2082,msmarco_passage_15_614709110,0,0
2082,msmarco_passage_09_765865449,0,0
2082,msmarco_passage_61_834609224,0,0
2082,msmarco_passage_37_336546592,0,0
2082,msmarco_passage_36_666120681,0,0
2082,msmarco_passage_65_783016699,0,0
2082,msmarco_passage_06_6866013,0,0
540006,msmarco_passage_58_39423436,0,0
540006,msmarco_passage_18_777446772,0,0
540006,msmarco_passage_58_39423896,0,0
540006,msmarco_passage_63_34604683,0,0
540006,msmarco_passage_58_670545493,0,0
540006,msmarco_passage_25_833258014,0,0
540006,msmarco_passage_36_36940302,0,0
540006,msmarco_passage_09_116947590,0,0
540006,msmarco_passage_58_705058709,0,0
540006,msmarco_passage_34_293290254,0,0
540006,msmarco_passage_03_812389158,0,0
540006,msmarco_passage_09_117883800,0,0
540006,msmarco_passage_24_649417804,0,0
540006,msmarco_passage_24_649418758,0,0
540006,msmarco_passage_22_52652935,0,0
540006,msmarco_passage_22_52660154,0,0
540006,msmarco_passage_09_116946793,0,0
540006,msmarco_passage_58_699683220,0,0
540006,msmarco_passage_36_40034959,0,0
540006,msmarco_passage_48_11284595,0,0
540006,msmarco_passage_40_158087024,0,0
540006,msmarco_passage_36_40035771,0,0
540006,msmarco_passage_36_40040198,0,0
540006,msmarco_passage_09_116946321,0,0
540006,msmarco_passage_39_840287794,0,0
540006,msmarco_passage_36_40036805,-1,0
540006,msmarco_passage_58_694387158,0,0
540006,msmarco_passage_09_117883337,0,0
540006,msmarco_passage_09_117884297,0,0
540006,msmarco_passage_51_425263822,0,0
540006,msmarco_passage_22_52658070,0,0
540006,msmarco_passage_36_40037295,0,0
540006,msmarco_passage_39_840287324,0,0
540006,msmarco_passage_19_785033767,0,0
540006,msmarco_passage_22_52656975,0,0
540006,msmarco_passage_36_36943949,0,0
540006,msmarco_passage_36_818909195,0,0
540006,msmarco_passage_02_561362243,0,0
540006,msmarco_passage_17_629629300,0,0
540006,msmarco_passage_22_52655571,0,0
540006,msmarco_passage_01_154603404,0,0
540006,msmarco_passage_36_36943047,0,0
540006,msmarco_passage_22_52653816,0,0
540006,msmarco_passage_36_40037848,0,0
540006,msmarco_passage_09_116948883,0,0
540006,msmarco_passage_39_497540129,0,0
540006,msmarco_passage_29_364916433,0,0
540006,msmarco_passage_10_338346358,0,0
540006,msmarco_passage_26_732222530,0,0
540006,msmarco_passage_09_116947225,0,0
540006,msmarco_passage_07_788722998,0,0
540006,msmarco_passage_39_835845669,0,0
540006,msmarco_passage_20_400757257,0,0
540006,msmarco_passage_18_759862291,0,0
540006,msmarco_passage_48_21261581,0,0
540006,msmarco_passage_29_782117795,0,0
540006,msmarco_passage_09_116948453,0,0
540006,msmarco_passage_36_40038424,0,0
540006,msmarco_passage_39_841296378,0,0
540006,msmarco_passage_22_52654244,0,0
540006,msmarco_passage_36_36941134,0,0
540006,msmarco_passage_09_117882867,0,0
540006,msmarco_passage_36_40039691,0,0
540006,msmarco_passage_47_737858087,0,0
540006,msmarco_passage_47_800362691,0,0
540006,msmarco_passage_10_194670296,0,0
540006,msmarco_passage_40_550403897,0,0
540006,msmarco_passage_48_52422406,0,0
540006,msmarco_passage_57_50040429,0,0
540006,msmarco_passage_29_782326874,0,0
540006,msmarco_passage_19_295722902,0,0
540006,msmarco_passage_36_40038912,0,0
540006,msmarco_passage_16_42809345,0,0
540006,msmarco_passage_39_535919621,0,0
540006,msmarco_passage_29_429701299,0,0
540006,msmarco_passage_48_11418466,0,0
540006,msmarco_passage_51_425265232,0,0
540006,msmarco_passage_50_672918989,0,0
540006,msmarco_passage_36_36942031,0,0
540006,msmarco_passage_47_858553991,0,0
