qid,docno,label,iteration
156493,8182161,18,0
156493,6139386,27,0
156493,3288600,13,0
156493,3288596,20,0
156493,2259183,11,0
156493,3288597,21,0
156493,8182166,22,0
156493,2411918,28,0
156493,8029433,12,0
156493,95514,21,0
156493,1960257,8,0
156493,2317807,27,0
156493,2949801,25,0
156493,4940228,0,0
156493,3288601,8,0
156493,885944,28,0
156493,1277727,16,0
156493,1960255,18,0
156493,95515,2,0
156493,2949802,24,0
156493,8182165,23,0
156493,2612492,2,0
156493,7371077,14,0
156493,1960261,4,0
156493,2928707,11,0
156493,1277720,4,0
156493,8182159,7,0
156493,1277726,15,0
156493,4131138,9,0
156493,2612490,-4,0
156493,3288599,14,0
156493,1277724,19,0
156493,8182160,9,0
156493,7371079,10,0
156493,349638,19,0
156493,8273019,20,0
156493,3288598,2,0
156493,7371078,20,0
156493,1277723,17,0
156493,4940229,10,0
156493,5530082,18,0
156493,1277722,22,0
156493,8273018,-14,0
156493,6139382,21,0
156493,8393766,11,0
156493,1277725,24,0
156493,1347266,6,0
156493,349643,14,0
156493,5022725,-5,0
156493,8245444,6,0
156493,1277721,21,0
156493,2259182,22,0
156493,8273017,27,0
156493,349637,-1,0
156493,2598786,19,0
156493,1101607,21,0
156493,2928704,14,0
156493,4527706,21,0
156493,2259179,7,0
156493,2259180,22,0
156493,349639,-7,0
156493,2317800,12,0
156493,2928702,22,0
156493,1960260,14,0
156493,8803136,14,0
156493,6983822,11,0
156493,95519,18,0
156493,3603922,17,0
156493,2928700,17,0
156493,994482,-6,0
156493,95521,18,0
156493,2612491,21,0
156493,2928705,-1,0
156493,5437919,8,0
156493,316872,7,0
156493,3288603,20,0
156493,6775071,21,0
156493,8273013,5,0
156493,6267258,-3,0
156493,2403232,4,0
156493,3288595,11,0
156493,4542584,12,0
156493,5009743,9,0
156493,3024301,-7,0
156493,349644,2,0
156493,2616515,-1,0
156493,750111,13,0
156493,6139383,20,0
156493,6464089,0,0
156493,1960259,19,0
156493,7663272,-3,0
156493,8266017,18,0
156493,627307,-4,0
156493,5406908,-7,0
156493,117188,-4,0
156493,8266015,-3,0
156493,6859028,-4,0
156493,6357270,-1,0
156493,3180514,-8,0
156493,6983820,-5,0
1110199,3838645,14,0
1110199,554521,-3,0
1110199,398442,-2,0
1110199,4511137,14,0
1110199,5218014,6,0
1110199,8160519,15,0
1110199,6392463,0,0
1110199,5846443,0,0
1110199,4511144,12,0
1110199,4489656,0,0
1110199,8160520,18,0
1110199,2925378,5,0
1110199,8160523,11,0
1110199,3609843,0,0
1110199,557605,8,0
1110199,5049366,14,0
1110199,2080928,2,0
1110199,5172688,9,0
1110199,6923050,7,0
1110199,425993,7,0
1110199,7680811,15,0
1110199,507875,-11,0
1110199,507878,-10,0
1110199,6392469,-5,0
1110199,4750530,6,0
1110199,2796830,7,0
1110199,2279578,0,0
1110199,2811563,4,0
1110199,4411531,-3,0
1110199,5172684,16,0
1110199,7821191,2,0
1110199,1795043,0,0
1110199,3588619,2,0
1110199,357932,4,0
1110199,4438812,7,0
1110199,8301971,12,0
1110199,4438807,2,0
1110199,3342396,14,0
1110199,735472,20,0
1110199,1411495,14,0
1110199,3588624,-6,0
1110199,5600214,-3,0
1110199,3968831,7,0
1110199,557603,12,0
1110199,4949578,0,0
1110199,3107787,9,0
1110199,5555051,0,0
1110199,5857921,10,0
1110199,5355385,7,0
1110199,3647394,-2,0
1110199,5504315,-6,0
1110199,6923057,4,0
1110199,7174098,9,0
1110199,8301973,14,0
1110199,5716613,10,0
1110199,637099,7,0
1110199,554522,9,0
1110199,892213,-1,0
1110199,1806061,8,0
1110199,6509853,6,0
1110199,3447960,0,0
1110199,5486,-5,0
1110199,2207856,1,0
1110199,6738332,16,0
1110199,7369955,5,0
1110199,1426939,10,0
1110199,6162452,7,0
1110199,554529,17,0
1110199,4829634,-5,0
1110199,6645893,4,0
1110199,558317,8,0
1110199,1197690,7,0
1110199,2594143,-1,0
1110199,2777133,0,0
1110199,3934419,6,0
1110199,4829633,-6,0
